Name,API Name,CoreMark Score,Compute Family,FFmpeg FPS,Instance Memory,vCPUs,Instance Storage,Network Performance,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Windows On Demand cost,Windows Reserved cost
M8I 24xlarge,m8i.24xlarge,"2,193,157.805",General purpose,303.0 fps,384 GiB,96 vCPUs,EBS only,40 Gigabit,$5.0803 hourly,,$1.8044 hourly,$9.4963 hourly,
M8I Double Extra Large,m8i.2xlarge,"196,858.467",General purpose,76.0 fps,32 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,$0.4234 hourly,,$0.1603 hourly,$0.7914 hourly,
M8I 32xlarge,m8i.32xlarge,"2,992,751.929",General purpose,314.0 fps,512 GiB,128 vCPUs,EBS only,50 Gigabit,$6.7738 hourly,,$2.1408 hourly,$12.6618 hourly,
M8I 48xlarge,m8i.48xlarge,"4,350,042.481",General purpose,309.0 fps,768 GiB,192 vCPUs,EBS only,75 Gigabit,$10.1606 hourly,,$3.3948 hourly,$18.9926 hourly,
M8I Quadruple Extra Large,m8i.4xlarge,"393,587.799",General purpose,141.0 fps,64 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,$0.8467 hourly,,$0.314 hourly,$1.5827 hourly,
M8I Eight Extra Large,m8i.8xlarge,"765,153.629",General purpose,239.0 fps,128 GiB,32 vCPUs,EBS only,15 Gigabit,$1.6934 hourly,,$0.6106 hourly,$3.1654 hourly,
M8I 96xlarge,m8i.96xlarge,"8,717,366.629",General purpose,309.0 fps,1536 GiB,384 vCPUs,EBS only,100 Gigabit,$20.3213 hourly,,$7.4209 hourly,$37.9853 hourly,
M8I Large,m8i.large,"44,021.35",General purpose,20.0 fps,8 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1058 hourly,,$0.0297 hourly,$0.1978 hourly,
M8I Metal-48xl,m8i.metal-48xl,"4,685,212.299",General purpose,298.0 fps,768 GiB,192 vCPUs,EBS only,75 Gigabit,$10.1606 hourly,,$2.9372 hourly,$18.9926 hourly,
M8I Metal-96xl,m8i.metal-96xl,"9,221,902.017",General purpose,253.0 fps,1536 GiB,384 vCPUs,EBS only,100 Gigabit,$20.3213 hourly,,$8.2867 hourly,$37.9853 hourly,
M8I Extra Large,m8i.xlarge,"88,967.972",General purpose,40.0 fps,16 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.2117 hourly,,$0.0588 hourly,$0.3957 hourly,
M8IB 12xlarge Extra Large,m8ib.12xlarge,"1,159,607.022",General purpose,270.0 fps,192 GiB,48 vCPUs,EBS only,50 Gigabit,$4.0099 hourly,,$1.2214 hourly,$6.2179 hourly,
M8IB 16xlarge Extra Large,m8ib.16xlarge,"1,576,095.879",General purpose,204.0 fps,256 GiB,64 vCPUs,EBS only,66.66 Gigabit,$5.3466 hourly,,$1.0676 hourly,$8.2906 hourly,
M8IB 24xlarge,m8ib.24xlarge,"2,293,084.916",General purpose,251.0 fps,384 GiB,96 vCPUs,EBS only,100 Gigabit,$8.0198 hourly,,$1.1931 hourly,$12.4358 hourly,
M8IB Double Extra Large,m8ib.2xlarge,"192,407.905",General purpose,77.0 fps,32 GiB,8 vCPUs,EBS only,Up to 26.66 Gigabit,$0.6683 hourly,,$0.2004 hourly,$1.0363 hourly,
M8IB 32xlarge,m8ib.32xlarge,"2,967,599.838",General purpose,291.0 fps,512 GiB,128 vCPUs,EBS only,133.33 Gigabit,$10.6931 hourly,,$1.4357 hourly,$16.5811 hourly,
M8IB 48xlarge,m8ib.48xlarge,"4,633,204.633",General purpose,284.0 fps,768 GiB,192 vCPUs,EBS only,200 Gigabit,$16.0397 hourly,,$2.3599 hourly,$24.8717 hourly,
M8IB Quadruple Extra Large,m8ib.4xlarge,"372,656.341",General purpose,146.0 fps,64 GiB,16 vCPUs,EBS only,Up to 33.33 Gigabit,$1.3366 hourly,,$0.375 hourly,$2.0726 hourly,
M8IB Eight Extra Large,m8ib.8xlarge,"778,967.868",General purpose,233.0 fps,128 GiB,32 vCPUs,EBS only,33.33 Gigabit,$2.6733 hourly,,$0.7395 hourly,$4.1453 hourly,
M8IB 96xlarge,m8ib.96xlarge,"8,852,515.705",General purpose,260.0 fps,1536 GiB,384 vCPUs,EBS only,400 Gigabit,$32.0794 hourly,,$6.4223 hourly,$49.7434 hourly,
M8IB Large,m8ib.large,"45,879.452",General purpose,20.0 fps,8 GiB,2 vCPUs,EBS only,Up to 16.66 Gigabit,$0.1671 hourly,,$0.0254 hourly,$0.2591 hourly,
M8IB Extra Large,m8ib.xlarge,"93,611.046",General purpose,40.0 fps,16 GiB,4 vCPUs,EBS only,Up to 20 Gigabit,$0.3342 hourly,,$0.0529 hourly,$0.5182 hourly,
M8ID 12xlarge Extra Large,m8id.12xlarge,,General purpose,,192 GiB,48 vCPUs,2850 GB NVMe SSD,22.5 Gigabit,$3.1325 hourly,,$0.8322 hourly,$5.3405 hourly,
M8ID 16xlarge Extra Large,m8id.16xlarge,,General purpose,,256 GiB,64 vCPUs,3800 GB NVMe SSD,30 Gigabit,$4.1766 hourly,,$0.8875 hourly,$7.1206 hourly,
M8ID 24xlarge,m8id.24xlarge,,General purpose,,384 GiB,96 vCPUs,5700 GB (2×2850 GB NVMe SSD),40 Gigabit,$6.265 hourly,,$1.7347 hourly,$10.681 hourly,
M8ID Double Extra Large,m8id.2xlarge,,General purpose,,32 GiB,8 vCPUs,474 GB NVMe SSD,Up to 15 Gigabit,$0.5221 hourly,,$0.1495 hourly,$0.8901 hourly,
M8ID 32xlarge,m8id.32xlarge,,General purpose,,512 GiB,128 vCPUs,7600 GB (2×3800 GB NVMe SSD),50 Gigabit,$8.3533 hourly,,$2.3264 hourly,$14.2413 hourly,
M8ID 48xlarge,m8id.48xlarge,,General purpose,,768 GiB,192 vCPUs,11400 GB (3×3800 GB NVMe SSD),75 Gigabit,$12.5299 hourly,,$2.8322 hourly,$21.3619 hourly,
M8ID Quadruple Extra Large,m8id.4xlarge,,General purpose,,64 GiB,16 vCPUs,950 GB NVMe SSD,Up to 15 Gigabit,$1.0442 hourly,,$0.3155 hourly,$1.7802 hourly,
M8ID Eight Extra Large,m8id.8xlarge,,General purpose,,128 GiB,32 vCPUs,1900 GB NVMe SSD,15 Gigabit,$2.0883 hourly,,$0.5794 hourly,$3.5603 hourly,
M8ID 96xlarge,m8id.96xlarge,,General purpose,,1536 GiB,384 vCPUs,22800 GB (6×3800 GB NVMe SSD),100 Gigabit,$25.0598 hourly,,$4.4665 hourly,$42.7238 hourly,
M8ID Large,m8id.large,,General purpose,,8 GiB,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,$0.1305 hourly,,$0.0348 hourly,$0.2225 hourly,
M8ID Metal-48xl,m8id.metal-48xl,,General purpose,,768 GiB,192 vCPUs,11400 GB (3×3800 GB NVMe SSD),75 Gigabit,$12.5299 hourly,,$3.1838 hourly,$21.3619 hourly,
M8ID Metal-96xl,m8id.metal-96xl,,General purpose,,1536 GiB,384 vCPUs,22800 GB (6×3800 GB NVMe SSD),100 Gigabit,$25.0598 hourly,,$4.1093 hourly,$42.7238 hourly,
M8ID Extra Large,m8id.xlarge,,General purpose,,16 GiB,4 vCPUs,237 GB NVMe SSD,Up to 12.5 Gigabit,$0.261 hourly,,$0.0499 hourly,$0.445 hourly,
M8IDB 12xlarge Extra Large,m8idb.12xlarge,"1,153,938.617",General purpose,284.0 fps,192 GiB,48 vCPUs,2850 GB NVMe SSD,50 Gigabit,$4.5826 hourly,,$1.879 hourly,$6.7906 hourly,
M8IDB 16xlarge Extra Large,m8idb.16xlarge,"1,531,405.783",General purpose,278.0 fps,256 GiB,64 vCPUs,3800 GB NVMe SSD,66.66 Gigabit,$6.1101 hourly,,$2.1702 hourly,$9.0541 hourly,
M8IDB 24xlarge,m8idb.24xlarge,"2,234,636.872",General purpose,227.0 fps,384 GiB,96 vCPUs,5700 GB (2×2850 GB NVMe SSD),100 Gigabit,$9.1651 hourly,,$3.426 hourly,$13.5811 hourly,
M8IDB Double Extra Large,m8idb.2xlarge,"186,763.161",General purpose,78.0 fps,32 GiB,8 vCPUs,474 GB NVMe SSD,Up to 26.66 Gigabit,$0.7638 hourly,,$0.1701 hourly,$1.1318 hourly,
M8IDB 32xlarge,m8idb.32xlarge,"3,157,894.737",General purpose,227.0 fps,512 GiB,128 vCPUs,7600 GB (2×3800 GB NVMe SSD),133.33 Gigabit,$12.2202 hourly,,$2.4615 hourly,$18.1082 hourly,
M8IDB 48xlarge,m8idb.48xlarge,"4,544,916.558",General purpose,299.0 fps,768 GiB,192 vCPUs,11400 GB (3×3800 GB NVMe SSD),200 Gigabit,$18.3302 hourly,,$3.7549 hourly,$27.1622 hourly,
M8IDB Quadruple Extra Large,m8idb.4xlarge,"377,774.28",General purpose,147.0 fps,64 GiB,16 vCPUs,950 GB NVMe SSD,Up to 33.33 Gigabit,$1.5275 hourly,,$0.4429 hourly,$2.2635 hourly,
M8IDB Eight Extra Large,m8idb.8xlarge,"779,505.501",General purpose,224.0 fps,128 GiB,32 vCPUs,1900 GB NVMe SSD,33.33 Gigabit,$3.055 hourly,,$0.6608 hourly,$4.527 hourly,
M8IDB 96xlarge,m8idb.96xlarge,"8,017,119.891",General purpose,188.0 fps,1536 GiB,384 vCPUs,22800 GB (6×3800 GB NVMe SSD),400 Gigabit,$36.6605 hourly,,$7.8792 hourly,$54.3245 hourly,
M8IDB Large,m8idb.large,"45,736.936",General purpose,20.0 fps,8 GiB,2 vCPUs,118 GB NVMe SSD,Up to 16.66 Gigabit,$0.1909 hourly,,$0.0411 hourly,$0.2829 hourly,
M8IDB Extra Large,m8idb.xlarge,"97,719.87",General purpose,40.0 fps,16 GiB,4 vCPUs,237 GB NVMe SSD,Up to 20 Gigabit,$0.3819 hourly,,$0.0977 hourly,$0.5659 hourly,
M8IDN 12xlarge Extra Large,m8idn.12xlarge,"1,156,487.17",General purpose,235.0 fps,192 GiB,48 vCPUs,2850 GB NVMe SSD,75 Gigabit,$4.5826 hourly,,$1.2805 hourly,$6.7906 hourly,
M8IDN 16xlarge Extra Large,m8idn.16xlarge,"1,497,251.14",General purpose,246.0 fps,256 GiB,64 vCPUs,3800 GB NVMe SSD,100 Gigabit,$6.1101 hourly,,$2.4298 hourly,$9.0541 hourly,
M8IDN 24xlarge,m8idn.24xlarge,"2,315,066.016",General purpose,278.0 fps,384 GiB,96 vCPUs,5700 GB (2×2850 GB NVMe SSD),150 Gigabit,$9.1651 hourly,,$2.4622 hourly,$13.5811 hourly,
M8IDN Double Extra Large,m8idn.2xlarge,"189,506.1",General purpose,78.0 fps,32 GiB,8 vCPUs,474 GB NVMe SSD,Up to 40 Gigabit,$0.7638 hourly,,$0.1974 hourly,$1.1318 hourly,
M8IDN 32xlarge,m8idn.32xlarge,"3,097,773.475",General purpose,294.0 fps,512 GiB,128 vCPUs,7600 GB (2×3800 GB NVMe SSD),200 Gigabit,$12.2202 hourly,,$2.6488 hourly,$18.1082 hourly,
M8IDN 48xlarge,m8idn.48xlarge,"4,311,942.058",General purpose,288.0 fps,768 GiB,192 vCPUs,11400 GB (3×3800 GB NVMe SSD),300 Gigabit,$18.3302 hourly,,$3.7552 hourly,$27.1622 hourly,
M8IDN Quadruple Extra Large,m8idn.4xlarge,"378,012.285",General purpose,145.0 fps,64 GiB,16 vCPUs,950 GB NVMe SSD,Up to 50 Gigabit,$1.5275 hourly,,$0.4613 hourly,$2.2635 hourly,
M8IDN Eight Extra Large,m8idn.8xlarge,"767,294.089",General purpose,247.0 fps,128 GiB,32 vCPUs,1900 GB NVMe SSD,50 Gigabit,$3.055 hourly,,$0.6891 hourly,$4.527 hourly,
M8IDN 96xlarge,m8idn.96xlarge,"8,919,860.627",General purpose,254.0 fps,1536 GiB,384 vCPUs,22800 GB (6×3800 GB NVMe SSD),600 Gigabit,$36.6605 hourly,,$7.9642 hourly,$54.3245 hourly,
M8IDN Large,m8idn.large,"42,614.393",General purpose,20.0 fps,8 GiB,2 vCPUs,118 GB NVMe SSD,Up to 25 Gigabit,$0.1909 hourly,,$0.0408 hourly,$0.2829 hourly,
M8IDN Extra Large,m8idn.xlarge,"92,219.02",General purpose,40.0 fps,16 GiB,4 vCPUs,237 GB NVMe SSD,Up to 30 Gigabit,$0.3819 hourly,,$0.0868 hourly,$0.5659 hourly,
M8IN 12xlarge Extra Large,m8in.12xlarge,"1,169,828.181",General purpose,269.0 fps,192 GiB,48 vCPUs,EBS only,75 Gigabit,$4.0099 hourly,,$1.1317 hourly,$6.2179 hourly,
M8IN 16xlarge Extra Large,m8in.16xlarge,"1,499,238.668",General purpose,235.0 fps,256 GiB,64 vCPUs,EBS only,100 Gigabit,$5.3466 hourly,,$1.3196 hourly,$8.2906 hourly,
M8IN 24xlarge,m8in.24xlarge,"2,253,653.383",General purpose,282.0 fps,384 GiB,96 vCPUs,EBS only,150 Gigabit,$8.0198 hourly,,$1.1888 hourly,$12.4358 hourly,
M8IN Double Extra Large,m8in.2xlarge,"198,060.656",General purpose,78.0 fps,32 GiB,8 vCPUs,EBS only,Up to 40 Gigabit,$0.6683 hourly,,$0.2171 hourly,$1.0363 hourly,
M8IN 32xlarge,m8in.32xlarge,"3,165,704.864",General purpose,303.0 fps,512 GiB,128 vCPUs,EBS only,200 Gigabit,$10.6931 hourly,,$1.5645 hourly,$16.5811 hourly,
M8IN 48xlarge,m8in.48xlarge,"4,406,449.022",General purpose,301.0 fps,768 GiB,192 vCPUs,EBS only,300 Gigabit,$16.0397 hourly,,$2.4153 hourly,$24.8717 hourly,
M8IN Quadruple Extra Large,m8in.4xlarge,"371,632.084",General purpose,146.0 fps,64 GiB,16 vCPUs,EBS only,Up to 50 Gigabit,$1.3366 hourly,,$0.3742 hourly,$2.0726 hourly,
M8IN Eight Extra Large,m8in.8xlarge,"742,660.426",General purpose,249.0 fps,128 GiB,32 vCPUs,EBS only,50 Gigabit,$2.6733 hourly,,$0.6123 hourly,$4.1453 hourly,
M8IN 96xlarge,m8in.96xlarge,"8,686,308.884",General purpose,303.0 fps,1536 GiB,384 vCPUs,EBS only,600 Gigabit,$32.0794 hourly,,$4.8241 hourly,$49.7434 hourly,
M8IN Large,m8in.large,"47,225.502",General purpose,20.0 fps,8 GiB,2 vCPUs,EBS only,Up to 25 Gigabit,$0.1671 hourly,,$0.031 hourly,$0.2591 hourly,
M8IN Extra Large,m8in.xlarge,"97,205.346",General purpose,39.0 fps,16 GiB,4 vCPUs,EBS only,Up to 30 Gigabit,$0.3342 hourly,,$0.0528 hourly,$0.5182 hourly,
M8INE 12xlarge Extra Large,m8ine.12xlarge,"1,130,742.049",General purpose,108.0 fps,192 GiB,48 vCPUs,EBS only,75 Gigabit,$5.0124 hourly,,,$7.2204 hourly,
M8INE Double Extra Large,m8ine.2xlarge,"193,038.547",General purpose,76.0 fps,32 GiB,8 vCPUs,EBS only,12.5 Gigabit,$0.8354 hourly,,,$1.2034 hourly,
M8INE Quadruple Extra Large,m8ine.4xlarge,"385,472.505",General purpose,113.0 fps,64 GiB,16 vCPUs,EBS only,25 Gigabit,$1.6708 hourly,,,$2.4068 hourly,
M8INE Eight Extra Large,m8ine.8xlarge,"798,801.797",General purpose,119.0 fps,128 GiB,32 vCPUs,EBS only,50 Gigabit,$3.3416 hourly,,,$4.8136 hourly,
M8INE Large,m8ine.large,"47,221.785",General purpose,21.0 fps,8 GiB,2 vCPUs,EBS only,3.125 Gigabit,$0.2089 hourly,,,$0.3009 hourly,
M8INE Extra Large,m8ine.xlarge,"97,331.495",General purpose,39.0 fps,16 GiB,4 vCPUs,EBS only,6.25 Gigabit,$0.4177 hourly,,,$0.6017 hourly,
MAC-M3ULTRA Metal,mac-m3ultra.metal,,General purpose,,256 GiB,28 vCPUs,EBS only,10 Gigabit,,,,,
MAC-M4 Metal,mac-m4.metal,,General purpose,,24 GiB,10 vCPUs,1900 GB NVMe SSD,10 Gigabit,,,,,
MAC-M4MAX Metal,mac-m4max.metal,,General purpose,,128 GiB,16 vCPUs,EBS only,10 Gigabit,,,,,
MAC-M4PRO Metal,mac-m4pro.metal,,General purpose,,48 GiB,14 vCPUs,1900 GB NVMe SSD,10 Gigabit,,,,,
MAC1 Metal,mac1.metal,,General purpose,,32 GiB,12 vCPUs,EBS only,25 Gigabit,,,,,
MAC2-M1ULTRA Metal,mac2-m1ultra.metal,,General purpose,,128 GiB,20 vCPUs,EBS only,10 Gigabit,,,,,
MAC2-M2 Metal,mac2-m2.metal,,General purpose,,24 GiB,8 vCPUs,EBS only,10 Gigabit,,,,,
MAC2-M2PRO Metal,mac2-m2pro.metal,,General purpose,,32 GiB,12 vCPUs,EBS only,10 Gigabit,,,,,
MAC2 Metal,mac2.metal,,General purpose,,16 GiB,8 vCPUs,EBS only,10 Gigabit,,,,,
P2 General Purpose GPU 16xlarge Extra Large,p2.16xlarge,,GPU instance,,732 GiB,64 vCPUs,EBS only,20 Gigabit,$14.40 hourly,,,$17.344 hourly,
P2 General Purpose GPU Eight Extra Large,p2.8xlarge,,GPU instance,,488 GiB,32 vCPUs,EBS only,10 Gigabit,$7.20 hourly,,,$8.672 hourly,
P2 General Purpose GPU Extra Large,p2.xlarge,,GPU instance,,61 GiB,4 vCPUs,EBS only,High,$0.90 hourly,,,$1.084 hourly,
P3 High Performance GPU 16xlarge Extra Large,p3.16xlarge,,GPU instance,,488 GiB,64 vCPUs,EBS only,25 Gigabit,$24.48 hourly,,$6.9003 hourly,$27.424 hourly,
P3 High Performance GPU Double Extra Large,p3.2xlarge,,GPU instance,,61 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$3.06 hourly,,$0.306 hourly,$3.428 hourly,
P3 High Performance GPU Eight Extra Large,p3.8xlarge,,GPU instance,,244 GiB,32 vCPUs,EBS only,10 Gigabit,$12.24 hourly,,$3.4321 hourly,$13.712 hourly,
P3DN 24xlarge,p3dn.24xlarge,"1,323,529.412",GPU instance,162.0 fps,768 GiB,96 vCPUs,1800 GB (2×900 GB NVMe SSD),100 Gigabit,$31.212 hourly,$19.215 hourly,$6.5481 hourly,$35.628 hourly,$23.631 hourly
P4D Highest Performance GPU 24xlarge,p4d.24xlarge,"1,593,360.996",GPU instance,,1152 GiB,96 vCPUs,8000 GB (8×1000 GB NVMe SSD),4x 100 Gigabit,$21.9576 hourly,$13.9211 hourly,$10.4103 hourly,,
P4DE 24xlarge,p4de.24xlarge,"1,557,493.409",GPU instance,,1152 GiB,96 vCPUs,8000 GB (8×1000 GB NVMe SSD),4x 100 Gigabit,$27.4471 hourly,$17.4014 hourly,$13.0951 hourly,,
P5 48xlarge,p5.48xlarge,"3,900,325.027",GPU instance,,2048 GiB,192 vCPUs,30400 GB (8×3800 GB NVMe SSD),3200 Gigabit,$55.04 hourly,,$6.9352 hourly,,
P5 Quadruple Extra Large,p5.4xlarge,,GPU instance,,256 GiB,16 vCPUs,3800 GB NVMe SSD,100 Gigabit,$6.88 hourly,,$1.4011 hourly,$7.616 hourly,
P5e High Performance Computing GPU 48xlarge,p5e.48xlarge,"3,884,477.265",GPU instance,,2048 GiB,192 vCPUs,30400 GB (8×3800 GB NVMe SSD),3200 Gigabit,,,,,
P5en High Performance Computing GPU 48xlarge,p5en.48xlarge,,GPU instance,,2048 GiB,192 vCPUs,30400 GB (8×3800 GB NVMe SSD),3200 Gigabit,$63.296 hourly,,$22.5731 hourly,,
P6-B200 High Performance and Machine Learning GPU 48xlarge,p6-b200.48xlarge,"3,990,024.938",GPU instance,,2048 GiB,192 vCPUs,30400 GB (8×3800 GB NVMe SSD),3200 Gigabit,$113.9328 hourly,,$38.129 hourly,,
P6-B300 48xlarge,p6-b300.48xlarge,,GPU instance,,4096 GiB,192 vCPUs,30400 GB (8×3800 GB NVMe SSD),6400 Gigabit,$142.416 hourly,,$26.5225 hourly,,
P6E-GB200 36xlarge,p6e-gb200.36xlarge,,GPU instance,,960 GiB,144 vCPUs,EBS only,1700 Gigabit,,,,,
R3 High-Memory Double Extra Large,r3.2xlarge,"119,290.223",Memory optimized,42.0 fps,61 GiB,8 vCPUs,160 GB SSD,High,$0.665 hourly,$0.418 hourly,$0.2046 hourly,$1.045 hourly,$0.824 hourly
R3 High-Memory Quadruple Extra Large,r3.4xlarge,"237,154.15",Memory optimized,78.0 fps,122 GiB,16 vCPUs,320 GB SSD,High,$1.33 hourly,$0.836 hourly,$0.4563 hourly,$1.944 hourly,$1.49 hourly
R3 High-Memory Eight Extra Large,r3.8xlarge,"480,408.347",Memory optimized,141.0 fps,244 GiB,32 vCPUs,640 GB (2×320 GB SSD),10 Gigabit,$2.66 hourly,$1.672 hourly,$0.8995 hourly,$3.50 hourly,$1.989 hourly
R3 High-Memory Large,r3.large,"29,617.929",Memory optimized,11.0 fps,15.25 GiB,2 vCPUs,32 GB SSD,Moderate,$0.166 hourly,$0.105 hourly,$0.0441 hourly,$0.291 hourly,$0.238 hourly
R3 High-Memory Extra Large,r3.xlarge,"60,682.68",Memory optimized,22.0 fps,30.5 GiB,4 vCPUs,80 GB SSD,Moderate,$0.333 hourly,$0.209 hourly,$0.0908 hourly,$0.583 hourly,$0.428 hourly
R4 High-Memory 16xlarge Extra Large,r4.16xlarge,"1,122,216.377",Memory optimized,213.0 fps,488 GiB,64 vCPUs,EBS only,25 Gigabit,$4.256 hourly,$2.688 hourly,$1.5717 hourly,$7.20 hourly,$5.632 hourly
R4 High-Memory Double Extra Large,r4.2xlarge,"105,899.484",Memory optimized,34.0 fps,61 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$0.532 hourly,$0.336 hourly,$0.2316 hourly,$0.90 hourly,$0.704 hourly
R4 High-Memory Quadruple Extra Large,r4.4xlarge,"238,912.946",Memory optimized,79.0 fps,122 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$1.064 hourly,$0.672 hourly,$0.4437 hourly,$1.80 hourly,$1.408 hourly
R4 High-Memory Eight Extra Large,r4.8xlarge,"467,745.079",Memory optimized,127.0 fps,244 GiB,32 vCPUs,EBS only,10 Gigabit,$2.128 hourly,$1.344 hourly,$0.7692 hourly,$3.60 hourly,$2.816 hourly
R4 High-Memory Large,r4.large,"26,099.439",Memory optimized,9.7 fps,15.25 GiB,2 vCPUs,EBS only,Up to 10 Gigabit,$0.133 hourly,$0.084 hourly,$0.0398 hourly,$0.225 hourly,$0.176 hourly
R4 High-Memory Extra Large,r4.xlarge,"54,704.595",Memory optimized,20.0 fps,30.5 GiB,4 vCPUs,EBS only,Up to 10 Gigabit,$0.266 hourly,$0.168 hourly,$0.1031 hourly,$0.45 hourly,$0.352 hourly
R5 12xlarge Extra Large,r5.12xlarge,"703,743.525",Memory optimized,158.0 fps,384 GiB,48 vCPUs,EBS only,12 Gigabit,$3.024 hourly,$1.905 hourly,$0.9167 hourly,$5.232 hourly,$4.113 hourly
R5 16xlarge Extra Large,r5.16xlarge,"928,657.799",Memory optimized,163.0 fps,512 GiB,64 vCPUs,EBS only,20 Gigabit,$4.032 hourly,$2.54 hourly,$1.2704 hourly,$6.976 hourly,$5.484 hourly
R5 24xlarge,r5.24xlarge,"1,351,398.909",Memory optimized,177.0 fps,768 GiB,96 vCPUs,EBS only,25 Gigabit,$6.048 hourly,$3.81 hourly,$1.8349 hourly,$10.464 hourly,$8.226 hourly
R5 Double Extra Large,r5.2xlarge,"109,920.308",Memory optimized,39.0 fps,64 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$0.504 hourly,$0.318 hourly,$0.145 hourly,$0.872 hourly,$0.686 hourly
R5 Quadruple Extra Large,r5.4xlarge,"225,035.162",Memory optimized,77.0 fps,128 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$1.008 hourly,$0.635 hourly,$0.3217 hourly,$1.744 hourly,$1.371 hourly
R5 Eight Extra Large,r5.8xlarge,"449,290.963",Memory optimized,134.0 fps,256 GiB,32 vCPUs,EBS only,10 Gigabit,$2.016 hourly,$1.27 hourly,$0.66 hourly,$3.488 hourly,$2.742 hourly
R5 Large,r5.large,"29,155.936",Memory optimized,11.0 fps,16 GiB,2 vCPUs,EBS only,Up to 10 Gigabit,$0.126 hourly,$0.079 hourly,$0.0371 hourly,$0.218 hourly,$0.171 hourly
R5 Metal,r5.metal,"1,310,893.387",Memory optimized,176.0 fps,768 GiB,96 vCPUs,EBS only,25 Gigabit,$6.048 hourly,$3.81 hourly,$1.8296 hourly,$10.464 hourly,$8.226 hourly
R5 Extra Large,r5.xlarge,"58,306.205",Memory optimized,20.0 fps,32 GiB,4 vCPUs,EBS only,Up to 10 Gigabit,$0.252 hourly,$0.159 hourly,$0.0748 hourly,$0.436 hourly,$0.343 hourly
R5A 12xlarge Extra Large,r5a.12xlarge,"635,004.63",Memory optimized,107.0 fps,384 GiB,48 vCPUs,EBS only,10 Gigabit,$2.712 hourly,$1.709 hourly,$0.9019 hourly,$4.92 hourly,$3.917 hourly
R5A 16xlarge Extra Large,r5a.16xlarge,"825,593.395",Memory optimized,107.0 fps,512 GiB,64 vCPUs,EBS only,12 Gigabit,$3.616 hourly,$2.278 hourly,$1.1287 hourly,$6.56 hourly,$5.222 hourly
R5A 24xlarge,r5a.24xlarge,"1,175,174.44",Memory optimized,115.0 fps,768 GiB,96 vCPUs,EBS only,20 Gigabit,$5.424 hourly,$3.417 hourly,$1.7371 hourly,$9.84 hourly,$7.833 hourly
R5A Double Extra Large,r5a.2xlarge,"104,404.568",Memory optimized,37.0 fps,64 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$0.452 hourly,$0.285 hourly,$0.1871 hourly,$0.82 hourly,$0.653 hourly
R5A Quadruple Extra Large,r5a.4xlarge,"209,918.657",Memory optimized,67.0 fps,128 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$0.904 hourly,$0.57 hourly,$0.3702 hourly,$1.64 hourly,$1.306 hourly
R5A Eight Extra Large,r5a.8xlarge,"407,695.248",Memory optimized,99.0 fps,256 GiB,32 vCPUs,EBS only,Up to 10 Gigabit,$1.808 hourly,$1.139 hourly,$0.579 hourly,$3.28 hourly,$2.611 hourly
R5A Large,r5a.large,"26,305.406",Memory optimized,9.6 fps,16 GiB,2 vCPUs,EBS only,Up to 10 Gigabit,$0.113 hourly,$0.071 hourly,$0.0324 hourly,$0.205 hourly,$0.163 hourly
R5A Extra Large,r5a.xlarge,"53,565.45",Memory optimized,19.0 fps,32 GiB,4 vCPUs,EBS only,Up to 10 Gigabit,$0.226 hourly,$0.142 hourly,$0.071 hourly,$0.41 hourly,$0.326 hourly
R5AD 12xlarge Extra Large,r5ad.12xlarge,"617,178.124",Memory optimized,111.0 fps,384 GiB,48 vCPUs,1800 GB (2×900 GB NVMe SSD),10 Gigabit,$3.144 hourly,$1.981 hourly,$0.851 hourly,$5.352 hourly,$4.189 hourly
R5AD 16xlarge Extra Large,r5ad.16xlarge,"824,529.76",Memory optimized,117.0 fps,512 GiB,64 vCPUs,2400 GB (4×600 GB NVMe SSD),12 Gigabit,$4.192 hourly,$2.641 hourly,$1.0678 hourly,$7.136 hourly,$5.585 hourly
R5AD 24xlarge,r5ad.24xlarge,"1,255,066.022",Memory optimized,112.0 fps,768 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),20 Gigabit,$6.288 hourly,$3.961 hourly,$1.5445 hourly,$10.704 hourly,$8.377 hourly
R5AD Double Extra Large,r5ad.2xlarge,"102,362.876",Memory optimized,37.0 fps,64 GiB,8 vCPUs,300 GB NVMe SSD,Up to 10 Gigabit,$0.524 hourly,$0.33 hourly,$0.1952 hourly,$0.892 hourly,$0.698 hourly
